Anno,Identificador PAA,Entidad,NIT,Localización,DescripcionUbicacion,Mision/Vision,Perspectiva Estrategica,Presupuesto Menor Cuantia,Presupuesto Minima Cuantia,Presupuesto Global,Fecha Primera Publicación,Mes Proyectado,Identificador Item,Categoria Principal,Precio Base,Ultima Fecha Modificacion,Version,Referencia Contrato,Referencia Operacion,Fecha Publicacion,Modalidad,Contacto,UNSPSC - Codigo Producto,UNSPSC - Nombre Producto,UNSPSC - Codigo Clase,UNSPSC - Nombre Clase,UNSPSC - Codigo Familia,UNSPSC - Nombre Familia
2018,CO1.APP.353337,CAJA DE RETIRO DE LAS FUERZAS MILITARES,899999118,CO-DC-11001,Distrito Capital de Bogotá,"OBJETO: La Caja de Retiro de las Fuerzas Militares reconoce y paga oportunamente las asignaciones de retiro y sustituciones pensionales cuando se consolide el derecho para promover programas de bienestar social a sus afiliados y contribuye al fortalecimiento de su patrimonio institucional, enmarcado en un ambiente de mejoramiento continuo.

LA VISIÓN: La Caja de Retiro de las Fuerzas Militares se proyectará para el año 2018 como una Entidad innovadora en la atención al afiliado, mediante la implementación de un modelo gerencial dinámico y su modernización tecnológica.","El plan Anual de Aquisiciones ha sido elaborado con el claro propósito de mejorar el bienestar de nuestros afiliados. Tiene única sede en Bogotá, cuenta con una planta de personal de ciento cuarenta y siete (147) personas y un presupuesto para 2018 de $5.647.304.000 en Gastos Generales, Operación Comercial $3.605.221.000,  $5.500.000.000  en Inversión y $210.000.000 en Bienestar",781242000,78124200,11275465482,2018-01-02 17:08:27.597000000,Enero,CO1.APPNA.42537410.114430947,V1.80111600,622448412,2019-01-04 00:00:00,28,CD-110-2018,CD-110-2018,2018-01-02 17:08:27.597000000,CCE-16-Servicios_profesionales_gestion,Sonia Carolina Mejia Narvaez,V1.80111600,Servicios de personal temporal,V1.80110000,Servicios de recursos humanos,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.349933,MINISTERIO DE TRANSPORTE,899999055,CO-DC,Distrito Capital de Bogotá,"Misión
Somos una Entidad del orden Nacional encargada de garantizar el desarrollo y mejoramiento del transporte, tránsito y su infraestructura, de manera integral, competitiva y segura, buscando incrementar la competitividad del país, con tecnología y recurso humano comprometido y motivado.

Visión
En el año 2025, el Ministerio de Transporte habrá hecho un aporte fundamental a la competitividad del país, dando un gran salto en la calidad del transporte y su infraestructura.","Los programas estratégicos del Ministerio de Transporte pretenden: a) la formulación de políticas, planes y programas de desarrollo económico y social del país, en materia de transporte, tránsito e infraestructura; b) La adopción de políticas para la directa, controlada y libre fijación de tarifas de transporte nacional e internacional; c) la formulación de regulación técnica en materia de tránsito, transporte e infraestructura para todos los modos de transporte, y en materia de seguridad en los diferentes modos de transporte y de construcción y conservación de su infraestructura. La entidad cuenta con una sede principal en Bogotá, 20 direcciones territoriales en ciudades capitales e intermedias y 34 inspecciones fluviales y oficinas en ciudades capitales e intermedias. Todas las compras se centralizan en Bogotá, salvo la contratación de suministro de combustible para las Direcciones Territoriales, y la logística es asumida por el Ministerio, salvo en los casos de outsourcing de papelería y fotocopiado y la prestación de servicios de aseo y vigilancia. El Ministerio cuenta con una planta de personal de 650 personas a nivel nacional.",351558900,35155890,90762324192,2018-01-14 21:33:51.497000000,Enero,CO1.APPNA.44187182.113459381,V1.80161500,101200000,2018-12-28 00:00:00,44,CD-DTT-195-2018,CD-DTT-195-2018,2018-01-14 21:33:51.497000000,CCE-16-Servicios_profesionales_gestion,GINA ALEXANDRA VACA LINARES,V1.80161500,Servicios de apoyo gerencial,V1.80160000,Servicios de administración de empresas,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.193502,REGIONAL DE ASEGURAMIENTO EN SALUD No 3,900339410,CO-RIS,Risaralda,"La misión de la Dirección de Sanidad, es la de contribuir a la calidad de vida de nuestros usuarios, satisfaciendo sus necesidades de salud, a través de la administración y prestación de servicios de salud integrales y efectivos. 
Visión: La Policía Nacional se consolidará en el 2022 como institución fundamental para la construcción de un país equitativo y en paz, garante y respetuoso de los derechos humanos, afianzando la convivencia y seguridad a través del control del delito, la educación ciudadana, prevención, mediación y articulación institucional e interinstitucional como ejes centrales del servicio.","Al 2018 la Policía Nacional será la Institución más reconocida, en virtud de la excelencia profesional de sus integrantes para brindar un servicio policial efectivo basado en el humanismo, solidario y cercano al ciudadano, afianzando la confianza, credibilidad y legitimidad Institucional",781242000,78124200,12367500000,2018-01-12 12:55:19.517000000,Enero,CO1.APPNA.42721531.65322576,V1.80111600,11897070,2018-01-12 12:55:00,1,PN SECSA DERIS CD 160 DE 2018,PN SECSA DERIS CD 160 DE 2018,2018-01-12 12:55:19.517000000,CCE-05-Contratacion_Directa,Jhonider Betancur Varela,V1.80111600,Servicios de personal temporal,V1.80110000,Servicios de recursos humanos,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Junio,CO1.APPNA.50122403.114337345,V1.72141000,277335893,2019-01-04 00:00:00,533,SA-MC-DT-NAR-005-2018,SA-MC-DT-NAR-005-2018,2018-01-03 22:38:36.197000000,CCE-06-Seleccion_Abreviada_Menor_Cuantia,Juan José Oyuela Soler,V1.72141000,Servicios de construcción de autopistas y carreteras,V1.72140000,Servicios de construcción pesada,V1.72000000,"Servicios de Edificación, Construcción de Instalaciones y Mantenimiento"
2017,CO1.APP.235007,POLICIA METROPOLITANA DE POPAYAN,900593683,CO-CAU,Cauca,"La Policía Nacional es un cuerpo armado permanente de naturaleza civil, a cargo de la nación, cuyo fin primordial es mantenimiento de las condiciones necesarias para el ejercicio de los derechos y libertades  públicas y para asegurar que los habitantes de Colombia convivan en paz. 

La Policía se consolidara en el 2022 como institución fundamental para la construcción de un país equitativo y en paz, garante y respetuoso de los derechos humanos, afianzando la conciencia y la seguridad atreves del control del delito, la educación ciudadana, prevención, mediación y articulación institucional e interinstitucional como ejes centrales del servicio","Al 2018 la Policía Nacional será la institución mas reconocida, en virtud de la excelencia profesional de sus integrantes para brindar un servicio policial efectivo basado en el humanismo, solidarios y cercano al ciudadano, afianzando la confianza, credibilidad y legitimidad institucional",737717000,73771700,16161760431,2017-02-01 00:57:24.907000000,Diciembre,CO1.APPNA.39891213.75892223,V1.56101515,6397770,2018-04-13 00:00:00,33,PN MEPOY MIC 068 2017,PN MEPOY MIC 068 2017,2017-02-01 00:57:24.907000000,CCE-10-Minima_Cuantia,jorge eliecer villa tabares,V1.56101515,Camas,V1.56101500,Muebles,V1.56100000,Muebles de alojamiento
2018,CO1.APP.350012,DIRECCION DE  SANIDAD EJERCITO DISPENSARIO MEDICO IBAGUE,830039670,CO-TOL-73001,Tolima,"MISION :    Concentrar la Función Administrativa de las Unidades Centralizadas a través de la ordenación del gasto, la ejecución de la cadena presupuestal y de los procesos contractuales, contables de tesorería y de control de inventarios, inherentes a la operación y funcionamiento de las Unidades dependientes administrativamente, estas funciones se realizan  dentro del marco normativo vigente, bajo premisas de mejora continúa a través de una centralización competitiva y efectiva.","La Central Administrativa y Contable Ibagué, Como unidad Centralizadora de las Unidades de la Sexta Brigada se proyecta en la ejecución de las partidas asignadas, con una participación activa de todos sus integrantes, de una manera transparente y eficiente, promoviendo la participación por parte de los oferentes y la satisfacción de las unidades.",78124200,78124200,200038673613,2017-12-29 16:36:13.023000000,Enero,CO1.APPNA.42707639.113402136,V1.80111701,25819248,2018-12-28 00:00:00,61,068-SANIDADIBAGUE-2018,068-SANIDADIBAGUE-2018,2017-12-29 16:36:13.023000000,CCE-16-Servicios_profesionales_gestion,FLABIO YAMIT ALDANA LEAL,V1.80111701,Servicios de contratación de personal,V1.80111700,Reclutamiento de personal,V1.80110000,Servicios de recursos humanos
2018,CO1.APP.332417,ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ACACIAS,822004467,CO-MET-50006,Meta,"MISION: Contribuimos al desarrollo y resignificación de las potencialidades de las personas privadas de la libertad, a través de los servicios de tratamiento penitenciario, atención básica y seguridad, fundamentados en el respeto de los derechos humanos. VISION: El INPEC será reconocido por su contribución a la justicia, mediante la prestación de los servicios de seguridad penitenciaria y carcelaria, atención básica, resocialización y rehabilitación de la población reclusa, soportado en una gestión efectiva, innovadora y transparente e integrada por un talento humano competente y comprometido con el país y la sociedad.","El INPEC cuenta con una sede central o dirección general ubicada en Bogotá, seis direcciones regionales central en Bogotá, occidente en Cali, norte en barranquilla, oriente en Bucaramanga, noreste en Medellín y la viejo caldas en Pereira, un escuela de formación ubicada en Funza Cundinamarca y ciento treinta y ocho (138) establecimientos de reclusión del orden nacional.",781242000,78124200,4390788936,2018-01-16 14:38:45.427000000,Septiembre,CO1.APPNA.62205506.107960814,V1.50221002,4700000,2018-11-30 00:00:00,40,148-MC-111-2018,148-MC-111-2018,2018-01-16 14:38:45.427000000,CCE-10-Minima_Cuantia,JOSE VIDAL PORRAS OSORIO,V1.50221002,Harina,V1.50221000,Legumbres,V1.50220000,Productos de cereales y legumbres
2018,CO1.APP.422701,INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA,830067892,CO-DC-11001,Distrito Capital de Bogotá,"Resguardamos y gestionamos el patrimonio arqueológico, antropológico e histórico de Colombia, a través de la investigación, la conservación, la divulgación y la formulación de políticas públicas.

Como entidad pública de carácter científico y técnico del orden nacional, respondemos a los requerimientos de la sociedad colombiana relativos al diálogo intercultural y al reconocimiento de la diversidad social y cultural en la política pública colombiana. Desarrollamos programas de investigación y divulgación sobre la historia, la sociedad y los territorios.","Nos proyectamos como entidad Humanista que construye Paz y Equidad social. Trabajamos por una entidad fortalecida en lo institucional, proyectada hacia lo nacional y que se desarrolla desde el conocimiento, el respeto y el diálogo con la diversidad cultural.",218747760,21874776,14709828738,2017-12-30 19:38:02.427000000,Enero,CO1.APPNA.42425158.133292008,V1.80111500,17000000,2019-05-07 00:00:00,16,CTO 132 2018,CTO 132 2018,2017-12-30 19:38:02.427000000,CCE-05-Contratacion_Directa,Yeimy Marcela Forero Ramirez,V1.80111500,Desarrollo de recursos humanos,V1.80110000,Servicios de recursos humanos,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42517897.114334886,V1.80101706,2736000000,2019-01-04 00:00:00,533,CD-DTEC-003-2018,CD-DTEC-003-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.80101706,Servicios profesionales de adquisiciones,V1.80101700,Gerencia industrial,V1.80100000,Servicios de asesoría de gestión
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42517897.114334787,V1.80101706,2736000000,2019-01-04 00:00:00,533,CD-DTEC-002-2018,CD-DTEC-002-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.80101706,Servicios profesionales de adquisiciones,V1.80101700,Gerencia industrial,V1.80100000,Servicios de asesoría de gestión
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42517897.114334787,V1.80101706,2736000000,2019-01-04 00:00:00,533,CD-DTEC-002-2018,CD-DTEC-002-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.80101706,Servicios profesionales de adquisiciones,V1.80101700,Gerencia industrial,V1.80100000,Servicios de asesoría de gestión
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42539093.114344050,V1.80131500,743833469,2019-01-04 00:00:00,533,CD-SG-PSCN-013-2018,CD-SG-PSCN-013-2018,2018-01-03 22:38:36.197000000,CCE-16-Servicios_profesionales_gestion,Juan José Oyuela Soler,V1.80131500,Alquiler y arrendamiento de propiedades o edificaciones,V1.80130000,Servicios inmobiliarios,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Enero,CO1.APPNA.42539093.114344050,V1.80131500,743833469,2019-01-04 00:00:00,533,CD-SG-PSCN-013-2018,CD-SG-PSCN-013-2018,2018-01-03 22:38:36.197000000,CCE-16-Servicios_profesionales_gestion,Juan José Oyuela Soler,V1.80131500,Alquiler y arrendamiento de propiedades o edificaciones,V1.80130000,Servicios inmobiliarios,V1.80000000,"Servicios de Gestión, Servicios Profesionales de Empresa y Servicios Administrativos"
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Marzo,CO1.APPNA.42539247.114335882,V1.71112107,150000000,2019-01-04 00:00:00,533,CD-CI-DC-SA-001-2018,CD-CI-DC-SA-001-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.71112107,Servicios de planimetría direccional,V1.71112100,Servicios de registrar pozo de perforación abierta,V1.71110000,Servicios de perforación y prospección petrolífera y de gas
2018,CO1.APP.353312,INSTITUTO NACIONAL DE VIAS,800215807,CO-DC-11001,Distrito Capital de Bogotá,"La misión del INVIAS, es ejecutar políticas, estrategias, planes, programas y proyectos de infraestructura de la Red Vial carretera, férrea, fluvial y marítima, de acuerdo con los lineamientos dados por el Gobierno Nacional. Para el 2030 el INVIAS será reconocido por su liderazgo en la ejecución de infraestructura vial, con procesos de innovación tecnológica y un enfoque descentralizado; que favorece la articulación del transporte intermodal, la conectividad entre centros de producción y de consumo, para la generación de redes productivas y la integración regional y Territorial en el país","El Instituto Nacional de Vías, Invías, tendrá como objeto la ejecución de las políticas, estrategias, planes, programas y proyectos de la infraestructura no concesionada de la Red Vial Nacional de carreteras primaria y terciaria, férrea, fluvial y de la infraestructura marítima, de acuerdo con los lineamientos dados por el Ministerio de Transporte",781242000,78124200,43742086136009,2018-01-03 22:38:36.197000000,Marzo,CO1.APPNA.42539247.114335882,V1.71112107,150000000,2019-01-04 00:00:00,533,CD-CI-DC-SA-001-2018,CD-CI-DC-SA-001-2018,2018-01-03 22:38:36.197000000,CCE-05-Contratacion_Directa,Juan José Oyuela Soler,V1.71112107,Servicios de planimetría direccional,V1.71112100,Servicios de registrar pozo de perforación abierta,V1.71110000,Servicios de perforación y prospección petrolífera y de gas
